NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3912845,18,1-3,0-0,2-4,1,4,5,1,0,3,0,2,4
4278280,30,4-11,1-5,1-2,1,3,4,0,0,0,5,3,10
4396632,30,7-16,6-13,0-0,0,2,2,0,0,0,1,1,20
4396633,23,1-9,0-2,2-2,2,1,3,4,1,0,1,3,4
3907788,32,5-13,1-7,4-4,2,2,4,3,1,0,4,4,15
4278284,15,3-5,0-0,3-4,4,2,6,1,0,0,1,0,9
4278282,19,2-3,1-1,0-0,0,0,0,0,1,0,0,2,5
4278283,18,2-3,1-2,1-2,0,1,1,2,2,0,2,1,6
4396634,15,1-1,0-0,1-2,0,2,2,1,0,0,0,1,3
4396971,20,5-9,1-3,0-0,0,5,5,1,0,1,3,4,11
4396979,26,4-6,0-0,3-4,6,4,10,0,1,1,2,2,11
4396972,23,6-11,0-3,1-2,0,3,3,3,3,0,4,3,13
4066269,33,6-11,3-5,4-4,0,2,2,1,1,0,0,2,19
4278080,37,3-11,0-3,2-2,0,2,2,8,3,1,3,2,8
3134497,17,7-7,0-0,0-0,3,1,4,1,0,1,0,2,14
4396978,16,3-5,1-3,0-0,4,2,6,0,1,2,1,2,7
4278081,20,0-3,0-1,2-2,0,3,3,1,1,0,1,1,2
4396974,8,0-0,0-0,0-2,0,0,0,0,0,0,0,1,0
