NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4280158,22,3-8,0-0,0-0,2,1,3,1,2,0,1,1,6
4066671,23,4-6,0-0,1-2,1,6,7,0,0,2,4,2,9
4397669,29,1-5,0-0,1-2,0,7,7,5,1,1,0,3,3
4280161,31,4-10,1-4,0-1,0,2,2,4,0,0,6,2,9
4280163,30,1-5,1-4,0-0,0,0,0,1,1,2,0,2,3
4280159,18,3-6,0-2,0-1,1,1,2,1,2,0,0,5,6
3135122,8,1-2,0-0,0-0,0,1,1,1,0,1,0,0,2
4067766,7,0-1,0-0,0-0,1,1,2,2,0,0,1,0,0
3906584,16,0-1,0-0,0-0,0,1,1,0,0,0,1,2,0
4066672,15,3-6,3-5,0-0,0,1,1,0,0,0,0,0,9
4278308,35,5-9,0-3,1-2,2,9,11,0,0,1,0,1,11
4396642,21,3-4,0-0,0-0,1,8,9,0,0,2,1,1,6
4278306,26,3-9,0-0,5-9,1,1,2,2,3,0,5,4,11
4278307,26,1-7,1-6,2-2,1,0,1,1,2,0,0,3,5
3922039,36,4-8,1-2,0-1,0,4,4,4,3,1,2,3,9
4278083,11,0-0,0-0,3-5,0,1,1,0,0,0,1,0,3
4396649,11,2-2,0-0,0-0,0,0,0,0,0,0,0,0,4
3136177,14,1-5,1-5,4-4,1,2,3,1,0,0,1,0,7
4396641,19,0-3,0-1,0-0,1,1,2,2,0,0,1,1,0
