NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
3133935,27,0-3,0-3,0-0,1,0,1,1,0,0,0,1,0
4067458,30,7-12,0-0,0-2,4,5,9,0,0,0,3,5,14
3906763,35,5-11,3-7,0-0,2,5,7,1,1,0,0,1,13
3946998,30,4-8,2-4,2-2,0,5,5,3,0,1,1,2,12
3946999,12,0-2,0-0,0-0,0,1,1,1,0,0,1,0,0
3948776,32,5-13,3-7,4-4,2,0,2,1,2,0,0,1,17
4279499,0,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4397783,24,3-8,2-4,3-3,0,5,5,0,2,0,1,3,11
4397784,10,1-2,0-0,0-0,0,0,0,0,0,0,3,0,2
3133922,38,6-11,4-8,0-0,2,7,9,0,1,1,1,2,16
3947075,26,6-8,0-0,5-8,2,2,4,1,1,3,2,4,17
4277835,27,0-4,0-1,0-0,1,3,4,2,2,1,2,2,0
4277833,37,4-8,2-3,2-3,0,4,4,2,0,0,2,0,12
3133969,38,9-19,1-3,5-7,1,3,4,4,0,0,3,0,24
4395620,6,0-3,0-1,0-0,1,0,1,0,0,1,0,1,0
3913224,3,0-0,0-0,0-0,0,1,1,0,1,0,0,0,0
4395623,3,0-0,0-0,0-0,0,0,0,0,0,1,0,0,0
3917984,1,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
4395622,21,2-3,1-2,1-2,2,2,4,1,1,2,1,2,6
