NAME,MIN,FG,PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
4066446,36,4-10,2-7,0-2,2,2,4,1,2,0,3,1,10
4278031,28,4-7,0-1,1-1,0,5,5,1,0,0,4,4,9
3136471,28,0-1,0-0,2-4,3,1,4,1,1,0,0,3,2
4065722,38,11-17,4-8,5-8,0,4,4,6,1,0,1,1,31
3934659,21,4-7,1-4,0-0,0,1,1,1,1,0,1,3,9
4278032,22,1-3,1-1,0-0,2,1,3,1,0,0,1,3,3
4278033,6,0-0,0-0,0-0,0,1,1,0,0,0,0,3,0
4395676,21,5-7,3-5,0-0,0,1,1,0,1,1,1,1,13
4065637,32,3-6,0-0,5-6,4,2,6,1,0,0,2,4,11
4277832,33,0-1,0-1,1-2,1,8,9,4,1,0,2,4,1
4395618,11,0-1,0-0,0-0,0,0,0,2,0,0,0,1,0
4065635,40,6-13,3-6,6-6,0,2,2,4,1,0,3,4,21
3135095,40,6-15,4-12,5-5,1,1,2,1,0,0,1,2,21
4395617,11,1-1,1-1,2-2,0,3,3,0,1,0,2,2,5
3943609,4,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
3936313,29,5-8,1-2,1-2,0,1,1,1,2,0,1,2,12
